PID,CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,KA_name,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,Billing_ZIP_norm,postal_code,bg_place_count,bg_place_name,bg_admin1_name,bg_admin1_code,bg_admin2_name,bg_admin2_code,bg_admin3_name,bg_admin3_code,bg_latitude,bg_longitude,bg_geo_accuracy,bg_zip_found,bg_distance_sofia_km,bg_distance_plovdiv_km,bg_distance_varna_km,bg_distance_burgas_km,bg_min_big_city_distance_km
108014597,Silver,SOHO,6631.0,VM,4,,,4,105.17,0.0,105.17,26.29,No,6631,6631,1.0,Prilepci,Kurdzhali,KRZ,Kurdzhali,KRZ16,Prilepci,KRZ16-28,41.6333,25.35,4.0,1,204.80294904791234,74.98654079179559,274.22726903668445,199.491034306016,74.98654079179559
126536807,Bronze,SOHO,6400.0,DI,10,1.0,,11,105.17,0.0,105.17,10.52,No,6400,6400,1.0,Dimitrovgrad,Khaskovo,HKV,Dimitrovgrad,HKV09,Unknown,HKV09-00,42.05,25.6,4.0,1,200.51034202353338,71.16037599980346,229.36071356275139,161.36595796695596,71.16037599980346
123503620,Silver,SOHO,6100.0,AD?,5,,,5,105.17,0.0,105.17,21.03,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
833010077,Bronze,SOHO,6100.0,VM,9,,,9,105.33,0.0,105.33,11.7,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
123075130,Silver,SOHO,6100.0,DI,10,3.0,,13,105.33,0.0,105.33,10.53,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
160066988,Silver,SOHO,4002.0,VU,6,2.0,,8,105.33,0.0,105.33,17.56,No,4002,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
123157691,Bronze,SOHO,6000.0,AD?,5,,,5,105.33,0.0,105.33,21.07,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123763237,Bronze,SOHO,6000.0,AD?,5,,,5,105.33,0.0,105.33,21.07,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
160109293,Gold,SOHO,4000.0,VT,7,,1.0,8,105.5,0.0,105.5,15.07,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
833003691,Bronze,SOHO,6000.0,VM,6,,,6,105.5,0.0,105.5,17.58,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
126559962,Bronze,SOHO,6500.0,AD?,5,1.0,,6,105.5,0.0,105.5,21.1,No,6500,6500,1.0,Svilengrad,Khaskovo,HKV,Svilengrad,HKV28,Unknown,HKV28-00,41.7667,26.2,4.0,1,258.5668477699574,127.09199314498754,213.69482398369937,132.5681084001679,127.09199314498754
126655957,Silver,SOHO,6300.0,RJ,6,,,6,105.5,0.0,105.5,17.58,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
115090905,Bronze,SOHO,4140.0,VU,6,,,6,105.67,0.0,105.67,17.61,No,4140,4140,1.0,Rogosh,Plovdiv,PDV,Marica,PDV17,Rogosh,PDV17-13,42.1833,24.8667,4.0,1,139.06958341534596,11.33581916175635,274.16758342696136,216.31105167182318,11.33581916175635
102033523,Bronze,SOHO,8000.0,AD?,9,,,9,105.67,0.0,105.67,11.74,Yes,8000,8000,1.0,Burgas,Burgas,BGS,Burgas,BGS04,Unknown,BGS04-00,42.5,27.4667,4.0,1,339.9362894015612,227.38629926526644,87.39844787525456,0.6307491664977305,0.6307491664977305
126151131,Silver,SOHO,6400.0,AD?,8,,1.0,9,105.67,0.0,105.67,13.21,No,6400,6400,1.0,Dimitrovgrad,Khaskovo,HKV,Dimitrovgrad,HKV09,Unknown,HKV09-00,42.05,25.6,4.0,1,200.51034202353338,71.16037599980346,229.36071356275139,161.36595796695596,71.16037599980346
833165348,Bronze,SOHO,6100.0,AD?,12,,,12,105.67,0.0,105.67,8.81,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
108019085,Silver,SOHO,6900.0,RJ,1,10.0,,11,105.67,0.0,105.67,105.67,Yes,6900,6900,2.0,Edrino,Kurdzhali,KRZ,Krumovgrad,KRZ15,Polkovnik Zheljazovo,KRZ15-00,41.4667,25.65,4.0,1,235.88912095174305,105.60484587250363,269.0515118091747,189.11967851512,105.60484587250363
108537779,Silver,SOHO,6600.0,RJ,8,,,8,105.67,0.0,105.67,13.21,No,6600,6600,2.0,Jastreb,Kurdzhali,KRZ,Kurdzhali,KRZ16,Jastreb,KRZ16-00,41.7,25.3917,4.0,1,203.40563261829217,72.14136744862495,266.7855629308034,192.86100989912083,72.14136744862495
126618193,Silver,SOHO,6300.0,RJ,9,,,9,105.67,0.0,105.67,11.74,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
40794052,Silver,VSE,6200.0,DI,3,1.0,,4,105.83,0.0,105.83,35.28,No,6200,6200,1.0,Chirpan,Stara Zagora,SZR,Chirpan,SZR36,Unknown,SZR36-00,42.2,25.3333,4.0,1,174.05897896037825,48.98987248530403,239.15927970631836,178.22170035444339,48.98987248530403
123619728,Bronze,SOHO,6000.0,AD?,6,1.0,,7,105.83,0.0,105.83,17.64,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
115612189,Silver,SOHO,4000.0,AD,5,2.0,,7,106.0,0.0,106.0,21.2,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
112651710,Bronze,SOHO,4400.0,MT,5,,,5,106.0,0.0,106.0,21.2,Yes,4400,4400,1.0,Pazardzhik,Pazardzhik,PAZ,Pazardzhik,PAZ19,Unknown,PAZ19-00,42.2,24.3333,4.0,1,99.74365653985194,34.70675472453587,313.5754291926386,259.3578863477639,34.70675472453587
115274378,Silver,SOHO,4003.0,VU,7,,,7,106.0,0.0,106.0,15.14,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
201874944,Silver,SOHO,4000.0,VT,4,,,4,106.0,0.0,106.0,26.5,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
833034263,Silver,SOHO,6000.0,VM,5,,,5,106.0,0.0,106.0,21.2,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123045571,Bronze,SOHO,6000.0,AD?,4,1.0,,5,106.0,0.0,106.0,26.5,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123643914,Bronze,SOHO,6000.0,AD?,5,,,5,106.0,0.0,106.0,21.2,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123723627,Gold,VSE,6000.0,AD?,4,7.0,,11,106.0,0.0,106.0,26.5,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
126510404,Bronze,SOHO,6500.0,RJ,7,,,7,106.0,0.0,106.0,15.14,No,6500,6500,1.0,Svilengrad,Khaskovo,HKV,Svilengrad,HKV28,Unknown,HKV28-00,41.7667,26.2,4.0,1,258.5668477699574,127.09199314498754,213.69482398369937,132.5681084001679,127.09199314498754
112591416,Bronze,SOHO,4550.0,MT,6,,,6,106.17,0.0,106.17,17.7,No,4550,4550,1.0,Peshhera,Pazardzhik,PAZ,Peshhera,PAZ21,Unknown,PAZ21-00,42.0333,24.3,4.0,1,109.15625825691836,38.46176483175916,323.5492970384987,265.44190202890354,38.46176483175916
126741961,Silver,SOHO,6450.0,VM,8,2.0,,10,106.17,0.0,106.17,13.27,No,6450,6450,1.0,Kharmanli,Khaskovo,HKV,Kharmanli,HKV33,Unknown,HKV33-00,41.9333,25.9,4.0,1,228.3723256899545,97.97700528519698,217.9310082574589,143.511371888109,97.97700528519698
833155980,Bronze,SOHO,6000.0,VM,5,,,5,106.17,0.0,106.17,21.23,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123639823,Silver,SOHO,6000.0,AD?,4,,,4,106.17,0.0,106.17,26.54,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
126580248,Bronze,SOHO,6500.0,RJ,7,,,7,106.17,0.0,106.17,15.17,No,6500,6500,1.0,Svilengrad,Khaskovo,HKV,Svilengrad,HKV28,Unknown,HKV28-00,41.7667,26.2,4.0,1,258.5668477699574,127.09199314498754,213.69482398369937,132.5681084001679,127.09199314498754
30246075,Bronze,SOHO,4210.0,AD,5,,,5,106.33,0.0,106.33,21.27,No,4210,4210,1.0,Stambolijski,Plovdiv,PDV,Stambolijski,PDV41,Unknown,PDV41-00,41.9949,24.939,,1,154.1673343013295,22.355035229689477,278.70895209261346,215.3038616721225,22.355035229689477
115317331,Bronze,SOHO,4001.0,VU,5,4.0,,9,106.33,0.0,106.33,21.27,No,4001,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
123733183,Bronze,SOHO,6000.0,DI,3,1.0,,4,106.33,0.0,106.33,35.44,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
115135108,Bronze,SOHO,4003.0,VU,6,3.0,,9,106.5,0.0,106.5,17.75,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115537733,Silver,SOHO,4016.0,VT,8,3.0,,11,106.5,0.0,106.5,13.31,No,4016,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
123738910,Silver,SOHO,6000.0,VM,7,,,7,106.5,0.0,106.5,15.21,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123117608,Silver,SOHO,6000.0,AD?,2,2.0,,4,106.5,0.0,106.5,53.25,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
115624191,Bronze,SOHO,4230.0,VU,9,,,9,106.67,0.0,106.67,11.85,Yes,4230,4230,1.0,Asenovgrad,Plovdiv,PDV,Asenovgrad,PDV01,Unknown,PDV01-00,42.0167,24.8667,4.0,1,147.8011643459345,16.571203952998182,282.7049725927932,220.40467032061503,16.571203952998182
201014492,Bronze,SOHO,4000.0,VT,6,1.0,,7,106.67,0.0,106.67,17.78,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
123757736,Bronze,SOHO,6000.0,VM,4,2.0,,6,106.67,0.0,106.67,26.67,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123059927,Bronze,SOHO,6100.0,DI,8,1.0,,9,106.67,0.0,106.67,13.33,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
160124690,Bronze,SOHO,4023.0,VU,4,,,4,106.67,0.0,106.67,26.67,No,4023,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
108014049,Bronze,SOHO,6600.0,RJ,7,,,7,106.67,0.0,106.67,15.24,No,6600,6600,2.0,Jastreb,Kurdzhali,KRZ,Kurdzhali,KRZ16,Jastreb,KRZ16-00,41.7,25.3917,4.0,1,203.40563261829217,72.14136744862495,266.7855629308034,192.86100989912083,72.14136744862495
115624070,Silver,SOHO,4004.0,AD,5,1.0,,6,106.83,0.0,106.83,21.37,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
102824847,Silver,SOHO,4003.0,VT,1,,,1,106.83,0.0,106.83,106.83,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
120500206,Gold,VSE,4850.0,VT,6,6.0,,12,106.83,0.0,106.83,17.81,No,4850,4850,1.0,Chepelare,Smoljan,SML,Chepelare,SML38,Unknown,SML38-00,41.7333,24.6833,4.0,1,155.13979831411507,45.00464943092544,311.975713353078,244.7455601966936,45.00464943092544
201955517,Bronze,SOHO,6000.0,VM,5,,,5,106.83,0.0,106.83,21.37,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
833170039,Silver,SOHO,6000.0,VM,8,1.0,,9,106.83,0.0,106.83,13.35,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123638504,Silver,SOHO,6100.0,DI,5,,,5,106.83,0.0,106.83,21.37,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
200782628,Gold,SOHO,4004.0,Daniela Stefanova,8,,,8,106.83,0.0,106.83,13.35,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115255285,Bronze,SOHO,4000.0,VT,14,,,14,107.0,0.0,107.0,7.64,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
200642028,Silver,SOHO,6000.0,VM,3,,,3,107.0,0.0,107.0,35.67,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
8106057589SMB,Silver,SOHO,6000.0,DI,5,,,5,107.0,0.0,107.0,21.4,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
833130087,Silver,SOHO,6100.0,AD?,6,,,6,107.0,0.0,107.0,17.83,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
123554814,Bronze,SOHO,6000.0,AD?,6,1.0,,7,107.17,0.0,107.17,17.86,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
342388,Bronze,SOHO,4442.0,MT,5,,,5,107.33,0.0,107.33,21.47,No,4442,4442,1.0,Sinitovo,Pazardzhik,PAZ,Pazardzhik,PAZ19,Sinitovo,PAZ19-25,42.15,24.3667,4.0,1,105.1818473706472,31.25711472832245,313.19650118029136,257.53034888206025,31.25711472832245
20346230,Bronze,SOHO,4400.0,MT,5,3.0,,8,107.33,0.0,107.33,21.47,No,4400,4400,1.0,Pazardzhik,Pazardzhik,PAZ,Pazardzhik,PAZ19,Unknown,PAZ19-00,42.2,24.3333,4.0,1,99.74365653985194,34.70675472453587,313.5754291926386,259.3578863477639,34.70675472453587
115507252,Bronze,SOHO,4004.0,VT,3,,,3,107.33,0.0,107.33,35.78,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115508703,Silver,SOHO,4000.0,VT,7,4.0,,11,107.33,0.0,107.33,15.33,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
202431318,Silver,SOHO,4004.0,VT,6,,,6,107.33,0.0,107.33,17.89,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
123024431,Bronze,SOHO,6260.0,DI,7,3.0,,10,107.33,0.0,107.33,15.33,No,6260,6260,2.0,Ovcharci,Stara Zagora,SZR,Radnevo,SZR27,Unknown,SZR27-00,42.25835,26.0,4.0,1,224.98878715372217,104.25865984640127,189.06228498734535,123.21720018417498,104.25865984640127
123546372,Bronze,SOHO,6014.0,DI,3,3.0,,6,107.33,0.0,107.33,35.78,No,6014,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
200420586,Bronze,SOHO,4889.0,VU,8,,,8,107.5,0.0,107.5,13.44,No,4889,4889,1.0,Pavelsko,Smoljan,SML,Chepelare,SML38,Pavelsko,SML38-07,41.8667,24.7,4.0,1,146.2543204084414,30.111648005125385,302.9758203982868,238.4061288918089,30.111648005125385
201305512,Bronze,VSE,6500.0,RJ,5,,,5,107.5,0.0,107.5,21.5,No,6500,6500,1.0,Svilengrad,Khaskovo,HKV,Svilengrad,HKV28,Unknown,HKV28-00,41.7667,26.2,4.0,1,258.5668477699574,127.09199314498754,213.69482398369937,132.5681084001679,127.09199314498754
115790302,Bronze,SOHO,4003.0,VU,3,6.0,,9,107.67,0.0,107.67,35.89,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
836228273,Bronze,SOHO,6437.0,VM,8,1.0,,9,107.83,0.0,107.83,13.48,No,6437,6437,1.0,Dobrich,Khaskovo,HKV,Dimitrovgrad,HKV09,Dobrich,HKV09-09,42.0167,25.5167,4.0,1,195.58801646856253,65.02105373375913,237.1193588721038,169.07938390479075,65.02105373375913
123650500,Bronze,SOHO,6000.0,AD?,6,1.0,,7,107.83,0.0,107.83,17.97,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123685518,Silver,SOHO,6000.0,AD?,9,1.0,,10,107.83,0.0,107.83,11.98,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
836146036,Silver,VSE,6563.0,RJ,3,1.0,1.0,5,107.83,0.0,107.83,35.94,No,6563,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
200874966,Bronze,SOHO,6400.0,VM,7,1.0,,8,108.0,0.0,108.0,15.43,No,6400,6400,1.0,Dimitrovgrad,Khaskovo,HKV,Dimitrovgrad,HKV09,Unknown,HKV09-00,42.05,25.6,4.0,1,200.51034202353338,71.16037599980346,229.36071356275139,161.36595796695596,71.16037599980346
201910162,Silver,SOHO,6000.0,VM,7,,,7,108.0,0.0,108.0,15.43,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
202340772,Silver,SOHO,6000.0,VM,2,,,2,108.0,0.0,108.0,54.0,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
833107163,Bronze,SOHO,6100.0,AD?,7,2.0,,9,108.0,0.0,108.0,15.43,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
112533797,Silver,SOHO,4500.0,VU,6,2.0,,8,108.17,0.0,108.17,18.03,No,4500,4500,1.0,Panagjurishhe,Pazardzhik,PAZ,Panagjurishhe,PAZ20,Unknown,PAZ20-00,42.5,24.1833,4.0,1,73.85428803185029,61.47150141666384,314.31621916907767,268.8153894635235,61.47150141666384
201520422,Silver,SOHO,4000.0,VT,12,1.0,,13,108.17,0.0,108.17,9.01,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
201760976,Bronze,SOHO,6000.0,VM,6,,,6,108.17,0.0,108.17,18.03,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123721334,Bronze,SOHO,6100.0,DI,7,5.0,,12,108.17,0.0,108.17,15.45,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
892204,Bronze,SOHO,6300.0,VM,7,,,7,108.33,0.0,108.33,15.48,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
126746129,Bronze,SOHO,6450.0,VM,9,,,9,108.33,0.0,108.33,12.04,Yes,6450,6450,1.0,Kharmanli,Khaskovo,HKV,Kharmanli,HKV33,Unknown,HKV33-00,41.9333,25.9,4.0,1,228.3723256899545,97.97700528519698,217.9310082574589,143.511371888109,97.97700528519698
126012765,Bronze,SOHO,6400.0,DI,8,,,8,108.33,0.0,108.33,13.54,No,6400,6400,1.0,Dimitrovgrad,Khaskovo,HKV,Dimitrovgrad,HKV09,Unknown,HKV09-00,42.05,25.6,4.0,1,200.51034202353338,71.16037599980346,229.36071356275139,161.36595796695596,71.16037599980346
115121635,Silver,SOHO,4000.0,VU,4,,,4,108.33,0.0,108.33,27.08,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
115138588,Silver,SOHO,4000.0,VU,11,,,11,108.5,0.0,108.5,9.86,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
160119113,Silver,SOHO,4000.0,VU,3,,,3,108.5,0.0,108.5,36.17,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
115751464,Bronze,SOHO,4006.0,AD,10,1.0,,11,108.67,0.0,108.67,10.87,Yes,4006,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
20986692,Bronze,SOHO,4023.0,VT,10,1.0,,11,108.67,0.0,108.67,10.87,No,4023,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
123524290,Silver,SOHO,6167.0,AD?,9,5.0,,14,108.67,0.0,108.67,12.07,No,6167,6167,1.0,Jagoda,Stara Zagora,SZR,Muglizh,SZR22,Jagoda,SZR22-19,42.55,25.6,4.0,1,187.10806180191398,84.02182957785487,202.53121119202757,152.7114545613942,84.02182957785487
108537310,Silver,SOHO,6800.0,RJ,3,21.0,,24,108.67,0.0,108.67,36.22,Yes,6800,6800,14.0,Chomakovo,Kurdzhali,KRZ,Momchilgrad,KRZ21,Gruevo,KRZ21-00,41.498607142857146,25.438899999999997,4.0,1,219.72822382706886,91.20056605488709,278.8536951705797,201.18969633661345,91.20056605488709
115126027,Bronze,SOHO,4020.0,AD,5,2.0,,7,108.83,0.0,108.83,21.77,No,4020,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115744529,Bronze,SOHO,4004.0,AD,4,2.0,,6,108.83,0.0,108.83,27.21,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
